,id,text,create_at,geo,retweet_count,like_count,hashtags,username,following,followers,user_total_tweets,user_likes_count
5498,1589734820384759809,@KenPaxtonTX Sadly he died of COVID RIP #FreddieVasquez #KenPaxton #VOTE #Republican #Democrat #Covid https://t.co/8haIdowlfa,2022-11-07 21:41:31+00:00,la la land,0,0,"['FreddieVasquez', 'KenPaxton', 'VOTE', 'Republican', 'Democrat', 'Covid']",Chuyslove,599,91,6141,2803
5499,1589734768199241729,"#AmazingChina. 
In #Wuhan, #CCPChina, students asked to jump over the locked gate to get in during the #Covid #lockdown. 
What wonderful flexibility! https://t.co/QdLtrXz1x3",2022-11-07 21:41:19+00:00,United States,54,0,"['AmazingChina', 'Wuhan', 'CCPChina', 'Covid', 'lockdown']",HMC93,375,253,32927,45991
5500,1589734738373521409,"There are millions of us that want stronger #COVID preventions in place, including masking.

There are millions of us who still care about ourselves &amp; one another. 

There are millions of us still wearing masks &amp; taking #COVID precautions.

We need to be louder.",2022-11-07 21:41:12+00:00,"CARES DEEPLY, British Columbia",447,0,['COVID'],slelladallas,414,181,10227,9350
5501,1589734731801071616,"@TudorDixon Gretchen claimed she never had working relationship with Andrew Cuomo. That was a LIE. She had a joint press release w Cuomo calling for congressional investigation into Trump's #COVID response as dangerously political. She killed 30,000 Nursing Home &amp; Assisted Living Residents. https://t.co/nmdHM6FLYO",2022-11-07 21:41:10+00:00,,2,0,[],ZenabBerry12,653,108,9484,9535
5502,1589734726314602497,@KenPaxtonTX Sadly he died of COVID RIP #FreddieVasquez #KenPaxton #VOTE #Republican #Democrat #Covid https://t.co/z9G62fTVSi,2022-11-07 21:41:09+00:00,la la land,0,0,"['FreddieVasquez', 'KenPaxton', 'VOTE', 'Republican', 'Democrat', 'Covid']",Chuyslove,599,91,6141,2803
5503,1589734696816357376,"Cindy was prepared with the early treatment protocols when her family contracted COVID, but she really worries about her circle of friends' health. Watch her MyStory now:

https://t.co/VErsDK7WG7

#FLCCC #MyStory #COVID #earlytreatmentworks https://t.co/lVa3p2nD9U",2022-11-07 21:41:02+00:00,Pacific Northwest,30,0,[],SightseerNW,1810,1357,109825,43522
5504,1589734661651320833,"Pediatric #COVID hospital admissions in England🏴󠁧󠁢󠁥󠁮󠁧󠁿 

2020:   3,259
2021:    10,654
2022*:  18,201⚠️ (just to Oct 31)

Kids are not immune. #BringBackMasks

Figure by @Antonio_Caramia https://t.co/3jXVdSsOXK",2022-11-07 21:40:53+00:00,"St Petersburg, FL",1947,0,['COVID'],5wa,15488,14515,267685,105305
5505,1589734627820068870,"I’ve been a registered #nurse for 3 years. 

2.5 years of #covid working front line, and left burnt out, seeing such trauma left me #suicidal and needing #PTSD #EMDR therapy. In that time I was diagnosed with Autism and this year I buried my mum.

So actually @RishiSunak",2022-11-07 21:40:45+00:00,"Lincoln, UK",1264,0,"['nurse', 'covid']",GaryWarhurst,377,432,61654,67756
5506,1589734626351669248,@KenPaxtonTX Sadly he died of COVID RIP #FreddieVasquez #KenPaxton #VOTE #Republican #Democrat #Covid https://t.co/BCH78GhMUJ,2022-11-07 21:40:45+00:00,la la land,0,0,"['FreddieVasquez', 'KenPaxton', 'VOTE', 'Republican', 'Democrat', 'Covid']",Chuyslove,599,91,6141,2803
5507,1589734582215389186,"🚨Wow. Meanwhile, Biden’s CDC pushing #covid vaccines for BABIES! States must ban #COVID vaccine mandates. Texas (finally) will next session. #txlege @DailyCaller https://t.co/rsiHPFEwLW",2022-11-07 21:40:34+00:00,Nederland,82,0,"['covid', 'COVID']",HenkRichards2,51,109,24927,31822
5508,1589734546484129792,"9) But wait, are these reported #COVID hospitalizations actually for true COVID??? Yes. 86% of kids age 6months to 4 years who hospitalized… ➡️“PRIMARILY ADMITTED FOR COVID”. So yes, it’s because of COVID—not merely admitted “with COVID”. Don’t fall for that disinfo. It’s COVID. https://t.co/Bbmkrf1E0o",2022-11-07 21:40:26+00:00,,388,0,['COVID'],BathroomReports,2634,1038,5560,7292
5509,1589734527668457472,@BorderPatrolFND Sadly he died of COVID RIP #FreddieVasquez #KenPaxton #VOTE #Republican #Democrat #Covid https://t.co/e3PP0IxqQI,2022-11-07 21:40:21+00:00,la la land,0,0,"['FreddieVasquez', 'KenPaxton', 'VOTE', 'Republican', 'Democrat', 'Covid']",Chuyslove,599,91,6141,2803
